Player,Weight (kg),Height (cm),Age,Years Played,Player Efficiency Rating,True Shooting %,Assist Percentage,Block Percentage,Steal Percentage,Total Rebound Percentage,Win Shares,3-Point Field Goal Percentage,2-Point Field Goal Percentage,Free Throw Percentage,Turnovers,Personal Fouls,Points,Total Rebounds,Steals,Win Shares Per 48 Minutes
Anthony Peeler,94.0,193.0,28.866666666666667,12.0,13.126666666666669,0.5181333333333333,15.533333333333333,0.43333333333333335,2.08,5.993333333333334,2.2333333333333334,0.37453333333333333,0.45213333333333333,0.7924666666666665,71.33333333333333,117.8,565.7333333333333,150.6,55.733333333333334,0.07433333333333333
Anthony Randolph,92.0,208.0,21.375,5.0,15.412500000000001,0.4977499999999999,8.0875,4.025,1.9500000000000002,15.375,0.7875000000000001,0.14214285714285713,0.454,0.699875,43.875,64.75,261.75,154.75,21.5,0.053375
Anthony Roberson,83.0,196.0,24.0,3.0,10.86,0.485,9.680000000000001,0.12,1.4,6.840000000000001,0.13999999999999999,0.3482,0.4515999999999999,0.91675,6.4,13.8,76.8,14.2,6.6,0.0162
Anthony Tolliver,108.0,203.0,26.846153846153847,9.0,8.953846153846152,0.4978461538461538,6.392307692307691,1.0076923076923077,0.8999999999999999,10.446153846153845,1.8538461538461537,0.3193846153846153,0.4698333333333333,0.7381666666666667,32.92307692307692,86.15384615384616,325.0769230769231,184.0,19.692307692307693,0.05484615384615385
Antoine Carr,102.0,206.0,30.22222222222222,15.0,13.527777777777777,0.5403333333333334,8.466666666666665,3.1388888888888893,0.9055555555555558,9.883333333333333,2.5277777777777777,0.09106666666666666,0.4962777777777779,0.7704444444444444,72.88888888888889,183.88888888888889,562.5,205.88888888888889,21.72222222222222,0.09511111111111113
Antoine Walker,86.0,193.0,25.857142857142858,11.0,15.450000000000001,0.4817857142857143,16.95714285714286,1.2,1.742857142857143,12.585714285714285,2.785714285714286,0.3218571428571428,0.4517857142857143,0.5990000000000001,196.92857142857142,195.21428571428572,1222.857142857143,541.8571428571429,83.85714285714286,0.048928571428571425
Antoine Wright,95.0,201.0,23.375,5.0,5.862500000000001,0.44312500000000005,7.487500000000001,0.95,1.175,6.6875,0.475,0.2675,0.43949999999999995,0.6411428571428572,34.625,90.625,245.5,103.5,20.875,-0.003374999999999997
Antonio Burks,90.0,185.0,24.5,1.0,8.95,0.4505,22.0,0.2,2.6,3.5999999999999996,0.04999999999999999,0.22,0.43600000000000005,0.586,24.0,35.0,93.0,24.5,16.5,0.035
Antonio Daniels,88.0,193.0,28.733333333333334,13.0,13.713333333333335,0.5436,23.266666666666666,0.3,1.4933333333333332,4.966666666666668,3.233333333333334,0.2951333333333333,0.48773333333333324,0.7999333333333333,66.0,64.8,461.53333333333336,112.66666666666667,39.333333333333336,0.10506666666666666
Antonio Davis,97.0,206.0,32.1764705882353,12.0,12.729411764705883,0.5056470588235294,5.964705882352942,2.105882352941176,0.9176470588235295,14.723529411764707,3.7529411764705882,0.071375,0.44505882352941184,0.7044117647058823,88.88235294117646,169.52941176470588,586.1764705882352,449.05882352941177,28.823529411764707,0.0908235294117647
Antonio Harvey,102.0,211.0,27.0,9.0,10.610000000000001,0.44139999999999996,5.4399999999999995,5.89,1.1800000000000002,13.73,2.7755575615628915e-18,0.3333333333333333,0.4154000000000001,0.5685555555555555,15.2,33.1,75.7,63.3,8.1,0.033100000000000004
Antonio Lang,111.0,211.0,25.125,5.0,9.562499999999998,0.5645,7.8875,1.775,2.75,8.200000000000001,0.2125,0.0,0.477125,0.75725,11.375,26.875,41.875,26.875,7.375,0.07962500000000002
Antonio McDyess,99.0,206.0,28.58823529411765,15.0,16.482352941176472,0.5258823529411765,8.15294117647059,2.594117647058823,1.6235294117647059,15.729411764705882,4.176470588235294,0.028200000000000003,0.49900000000000005,0.6525882352941176,98.82352941176471,187.88235294117646,736.2941176470588,464.4117647058824,48.1764705882353,0.11341176470588236
Archie Goodwin,90.0,196.0,21.0,3.0,14.933333333333332,0.5955,13.216666666666667,1.6666666666666667,1.1166666666666665,6.45,0.31666666666666665,0.30083333333333334,0.5001666666666668,0.7645,36.666666666666664,33.333333333333336,191.66666666666666,59.833333333333336,12.166666666666666,0.10183333333333335
Armen Gilliam,104.0,206.0,28.176470588235293,12.0,16.08823529411765,0.5418823529411766,6.53529411764706,1.435294117647059,1.3,13.688235294117648,3.9588235294117644,0.0,0.48482352941176476,0.7713529411764707,122.29411764705883,141.52941176470588,894.8823529411765,446.94117647058823,47.88235294117647,0.09911764705882355
Armon Johnson,107.0,196.0,21.75,1.0,13.850000000000001,0.629,15.225,0.075,3.85,7.899999999999999,-0.024999999999999994,0.361,0.5995,0.8636666666666667,12.5,12.25,51.0,15.5,3.75,0.024749999999999994
Armond Hill,86.0,193.0,28.6,7.0,7.32,0.5112,19.48,0.26,1.7,4.54,-0.06000000000000001,0.0,0.43479999999999996,0.7528,31.8,45.2,76.2,26.8,11.6,0.0212
Aron Baynes,117.0,208.0,28.0,5.0,13.059999999999999,0.5478,6.1,2.26,0.58,15.680000000000001,2.34,0.08333333333333333,0.5081999999999999,0.7914000000000001,45.8,115.8,308.8,242.4,11.4,0.11040000000000003
Arron Afflalo,95.0,196.0,26.916666666666668,10.0,11.483333333333334,0.551,9.725,0.48333333333333334,0.9000000000000002,5.916666666666667,3.008333333333333,0.373,0.47608333333333336,0.8265000000000001,78.91666666666667,132.66666666666666,754.5,196.41666666666666,31.5,0.07416666666666664
Art Long,113.0,206.0,29.4,2.0,4.92,0.327,5.6,4.7,1.06,17.02,0.12,0.7223333333333333,0.3136,0.2258,21.0,51.0,81.0,75.8,6.4,-0.0814
Ashraf Amaya,104.0,203.0,24.5,1.0,10.3,0.458,4.0,1.15,1.8,18.6,0.9500000000000001,0.5,0.382,0.5934999999999999,33.5,90.0,189.5,177.5,14.5,0.0485
Audie Norris,104.0,206.0,23.0,2.0,8.1,0.5326666666666667,7.666666666666667,1.2333333333333332,1.6333333333333335,12.700000000000001,0.9666666666666667,0.0,0.48900000000000005,0.61,82.33333333333333,171.0,273.0,192.0,28.333333333333332,0.035666666666666666
Austin Croshere,106.0,206.0,28.285714285714285,11.0,13.164285714285715,0.49857142857142855,10.392857142857142,1.1857142857142857,1.0142857142857142,14.757142857142856,1.9785714285714284,0.3201428571428572,0.43457142857142855,0.7478571428571429,47.285714285714285,78.5,322.5,191.64285714285714,17.571428571428573,0.08285714285714285
Austin Daye,99.0,211.0,24.25,5.0,10.499999999999998,0.47750000000000004,9.016666666666666,1.991666666666667,1.4666666666666668,11.024999999999999,0.5333333333333333,0.33083333333333337,0.42850000000000005,0.7375833333333333,21.75,51.583333333333336,163.66666666666666,82.41666666666667,12.166666666666666,0.04541666666666666
Austin Rivers,90.0,193.0,22.0,5.0,10.142857142857142,0.4888571428571429,14.628571428571432,0.5857142857142856,1.4714285714285715,5.128571428571428,0.9857142857142858,0.3261428571428571,0.4474285714285714,0.651,65.28571428571429,124.57142857142857,492.7142857142857,119.0,37.57142857142857,0.034999999999999996
Avery Bradley,81.0,188.0,23.0,7.0,10.585714285714285,0.49699999999999994,10.285714285714288,0.5428571428571428,2.057142857142857,6.1571428571428575,2.0714285714285716,0.31742857142857145,0.46342857142857147,0.7364285714285714,80.71428571428571,126.42857142857143,715.4285714285714,180.57142857142858,63.714285714285715,0.031857142857142855
Avery Johnson,79.0,178.0,30.09090909090909,15.0,13.613636363636367,0.5011363636363636,32.75909090909091,0.390909090909091,2.090909090909091,3.7,2.840909090909091,0.11976190476190479,0.4702727272727272,0.6935909090909093,91.27272727272727,86.18181818181819,457.1818181818182,89.86363636363636,52.5,0.0798181818181818
Awvee Storey,100.0,198.0,28.333333333333332,3.0,9.200000000000001,0.42533333333333334,6.966666666666666,0.3333333333333333,0.9,10.9,0.10000000000000002,0.3096666666666667,0.36933333333333335,0.518,5.0,22.0,47.666666666666664,27.0,3.3333333333333335,0.032
Axel Toupane,89.0,201.0,23.75,1.0,3.0,0.44725,1.75,1.3250000000000002,0.8500000000000001,2.0,0.125,0.22699999999999998,0.6666666666666666,0.765,1.5,13.0,24.5,8.25,2.25,0.00425
B.J. Armstrong,102.0,201.0,27.933333333333334,10.0,13.38,0.5379333333333333,23.526666666666664,0.11333333333333333,1.7066666666666666,5.04,3.2000000000000006,0.3871333333333334,0.47659999999999997,0.8489333333333334,63.733333333333334,82.2,512.4,95.73333333333333,38.266666666666666,0.09566666666666669
Baron Davis,94.0,190.0,26.470588235294116,12.0,17.73529411764706,0.5018235294117648,38.07058823529411,0.911764705882353,2.717647058823529,6.1117647058823525,4.135294117647058,0.3199999999999999,0.45005882352941173,0.7248235294117645,152.05882352941177,154.7058823529412,887.7647058823529,206.7058823529412,99.3529411764706,0.09982352941176471
Bart Kofoed,95.0,193.0,25.6,5.0,6.2,0.40919999999999995,21.68,0.45999999999999996,1.34,4.540000000000001,0.0,0.10725000000000001,0.3074,0.6045999999999999,11.2,19.0,32.4,11.2,3.8,-0.011599999999999996
Ben Coleman,106.0,206.0,27.142857142857142,7.0,12.114285714285714,0.5512857142857143,4.871428571428572,1.6142857142857143,1.2857142857142858,15.114285714285714,0.9857142857142858,0.0,0.505,0.7337142857142859,61.285714285714285,120.42857142857143,298.14285714285717,182.57142857142858,19.571428571428573,0.05557142857142857
Ben Gordon,90.0,190.0,26.0,10.0,13.69090909090909,0.5332727272727272,15.72727272727273,0.4454545454545455,1.3272727272727272,5.190909090909091,3.036363636363636,0.3862727272727273,0.44145454545454543,0.8496363636363635,141.0,156.36363636363637,1007.6363636363636,168.27272727272728,46.18181818181818,0.05736363636363635
Ben Handlogten,108.0,208.0,30.5,1.0,13.700000000000001,0.551,7.1,1.7,1.15,16.7,0.44999999999999996,0.0,0.528,0.5980000000000001,14.0,43.5,81.5,60.0,5.0,0.10450000000000001
Ben McDonald,95.0,203.0,24.5,3.0,8.725,0.5395,7.0,0.2,1.2,7.65,0.625,0.12733333333333333,0.53,0.66025,37.25,121.75,265.25,142.0,19.25,0.0555
Ben McLemore,88.0,196.0,21.5,4.0,9.125,0.5265,7.250000000000001,0.6000000000000001,1.35,5.800000000000001,1.0,0.3555,0.4655,0.772,98.75,167.0,685.5,188.5,50.75,0.021500000000000002
Ben Poquette,106.0,206.0,29.125,9.0,11.525,0.5385000000000001,7.4,2.5375,1.0374999999999999,11.575000000000001,2.275,0.1345,0.497,0.784875,47.125,146.75,352.0,270.25,29.125,0.09899999999999999
Ben Uzoh,92.0,190.0,22.75,1.0,14.274999999999999,0.40525,27.0,0.7,2.625,11.650000000000002,0.225,0.125,0.3845,0.5823333333333333,15.75,22.75,80.0,48.75,11.75,0.0685
Ben Wallace,108.0,206.0,29.88888888888889,15.0,14.144444444444444,0.4612222222222222,6.094444444444445,4.738888888888889,2.25,18.08333333333333,5.394444444444443,0.13358333333333333,0.4657777777777779,0.4011666666666667,62.666666666666664,122.16666666666667,366.77777777777777,615.8888888888889,80.94444444444444,0.11716666666666664
Beno Udrih,92.0,190.0,29.05263157894737,12.0,13.489473684210527,0.5294210526315789,26.86315789473684,0.34736842105263155,1.5052631578947366,5.2,1.8368421052631578,0.38305263157894737,0.4775263157894737,0.840578947368421,73.05263157894737,77.15789473684211,415.5263157894737,104.42105263157895,34.421052631578945,0.07489473684210526
Benoit Benjamin,113.0,213.0,28.095238095238095,14.0,12.923809523809522,0.514904761904762,5.928571428571428,3.7904761904761903,1.180952380952381,15.238095238095235,1.8476190476190477,0.041624999999999995,0.47495238095238096,0.7064210526315788,109.71428571428571,134.95238095238096,536.5714285714286,358.76190476190476,31.047619047619047,0.0510952380952381
Bernard James,108.0,208.0,28.0,2.0,13.066666666666668,0.5456666666666666,2.6999999999999997,6.233333333333333,1.0,15.366666666666667,0.6,0.0,0.48966666666666664,0.6749999999999999,11.333333333333334,35.0,67.66666666666667,70.66666666666667,5.666666666666667,0.11
Bernard Robinson,95.0,198.0,25.4,2.0,10.379999999999999,0.4608,10.58,0.9,3.3199999999999994,9.639999999999999,0.42000000000000004,0.1175,0.3806,0.7998000000000001,25.2,49.4,127.4,72.6,25.2,0.0546
Bernard Thompson,95.0,198.0,24.0,4.0,9.0,0.4782,10.54,0.54,2.1399999999999997,6.8,0.66,0.0,0.4224,0.7910000000000001,36.2,78.2,215.6,70.4,25.4,0.039
Bill Cartwright,111.0,216.0,30.76923076923077,15.0,12.784615384615385,0.5549230769230769,8.138461538461538,1.2538461538461538,0.8615384615384616,12.923076923076922,4.084615384615384,0.0,0.4944615384615385,0.7247692307692308,113.07692307692308,176.53846153846155,714.3076923076923,366.6923076923077,28.0,0.09753846153846152
Bill Curley,99.0,206.0,26.444444444444443,6.0,6.333333333333332,0.48666666666666664,4.0,2.0222222222222226,2.0555555555555554,8.68888888888889,0.2,0.24285714285714285,0.46155555555555555,0.6669999999999999,12.444444444444445,50.111111111111114,59.22222222222222,41.888888888888886,9.0,-0.0007777777777777777
Bill Garnett,99.0,208.0,23.5,3.0,12.125,0.5569999999999999,9.375,1.725,1.4249999999999998,13.5,2.725,0.0,0.49249999999999994,0.72,83.0,208.0,409.5,324.5,39.75,0.09575
Bill Hanzlik,83.0,201.0,28.0,9.0,10.844444444444441,0.5193333333333334,16.233333333333334,0.6888888888888888,2.077777777777778,6.988888888888889,2.4777777777777774,0.168,0.4417777777777777,0.7794444444444444,111.77777777777777,228.22222222222223,557.5555555555555,211.66666666666666,74.33333333333333,0.07044444444444445
Bill Laimbeer,111.0,211.0,29.2,13.0,15.939999999999998,0.5544666666666667,8.620000000000001,1.653333333333333,1.02,16.64,6.993333333333334,0.28779999999999994,0.5084666666666666,0.8400000000000001,105.53333333333333,239.8,914.4666666666667,688.2666666666667,46.2,0.14393333333333333
Bill Martin,92.0,201.0,24.0,2.0,7.8,0.43566666666666665,6.433333333333334,0.7666666666666666,2.1999999999999997,9.6,0.09999999999999998,0.0,0.391,0.7806666666666667,24.666666666666668,43.0,132.33333333333334,45.333333333333336,10.0,-0.05299999999999999
Bill Wennington,111.0,213.0,29.076923076923077,14.0,10.623076923076924,0.48723076923076925,6.223076923076922,1.7999999999999998,1.2153846153846153,12.869230769230768,1.3538461538461537,0.2555454545454546,0.44946153846153847,0.7988461538461537,33.84615384615385,129.23076923076923,253.92307692307693,165.23076923076923,17.384615384615383,0.08184615384615385
Bill Willoughby,92.0,203.0,25.0,8.0,9.38,0.4934,8.14,1.22,0.9199999999999999,9.7,1.36,0.264,0.46440000000000003,0.8312000000000002,50.6,106.0,305.6,171.8,20.8,0.0602
Billy Knight,88.0,198.0,31.0,10.0,13.966666666666667,0.5361666666666666,12.633333333333335,0.21666666666666665,1.1333333333333333,7.833333333333333,2.3833333333333333,0.4303333333333333,0.4748333333333334,0.8518333333333333,104.16666666666667,86.83333333333333,684.1666666666666,178.66666666666666,35.833333333333336,0.06616666666666667
Billy McKinney,72.0,183.0,27.75,7.0,12.299999999999999,0.51075,22.275,0.15000000000000002,1.4500000000000002,3.7,1.65,0.0,0.47975,0.867,66.5,105.25,469.0,80.5,34.5,0.06375
Billy Owens,99.0,203.0,26.928571428571427,9.0,13.299999999999999,0.49342857142857144,14.950000000000003,1.2214285714285715,1.514285714285714,12.571428571428571,2.3571428571428568,0.2467142857142858,0.46314285714285713,0.6270714285714286,111.35714285714286,151.35714285714286,586.2857142857143,337.7142857142857,46.5,0.06407142857142857
Billy Thomas,94.0,193.0,31.0,3.0,1.1799999999999997,0.40259999999999996,3.72,0.16,1.8,3.6799999999999997,0.06,0.23900000000000002,0.18675,0.9445,4.6,11.2,31.6,10.8,5.2,-0.10959999999999999
Billy Thompson,88.0,201.0,25.5,5.0,8.566666666666668,0.5126000000000001,7.9333333333333345,1.5833333333333333,0.9333333333333335,11.0,1.5999999999999999,0.125,0.4574,0.6969999999999998,88.16666666666667,136.16666666666666,427.6666666666667,269.1666666666667,26.333333333333332,0.02466666666666666
Bimbo Coles,81.0,185.0,28.944444444444443,13.0,10.566666666666668,0.4742777777777778,23.55,0.4277777777777778,1.7277777777777779,4.8999999999999995,1.8055555555555556,0.22917647058823531,0.43400000000000005,0.8138888888888889,81.44444444444444,118.72222222222223,426.3333333333333,118.83333333333333,47.0,0.04738888888888888
Bismack Biyombo,115.0,206.0,21.5,6.0,12.716666666666663,0.5446666666666666,2.85,5.666666666666667,0.6,17.5,3.0,0.0,0.5235,0.5443333333333333,68.5,171.83333333333334,362.6666666666667,490.8333333333333,19.5,0.09716666666666668
Bison Dele,106.0,206.0,25.5,7.0,15.625000000000004,0.5519999999999999,7.85,2.875,1.8000000000000003,14.712499999999999,2.825,0.09999999999999999,0.519,0.704,102.75,162.125,567.0,320.5,40.0,0.099
Blair Rasmussen,113.0,213.0,26.5,7.0,11.987499999999999,0.48549999999999993,5.3374999999999995,2.2624999999999997,0.7999999999999999,13.437500000000002,2.3875,0.2375,0.45424999999999993,0.76275,57.5,202.875,639.875,375.75,26.25,0.0625
Blake Ahearn,86.0,188.0,24.666666666666668,4.0,4.866666666666667,0.47766666666666663,12.799999999999999,0.0,1.5666666666666667,4.433333333333334,-0.03333333333333333,0.33866666666666667,0.20566666666666666,0.984,7.333333333333333,9.0,29.333333333333332,7.333333333333333,2.3333333333333335,-0.05733333333333334
Blake Griffin,113.0,208.0,24.0,7.0,22.742857142857144,0.5607142857142857,21.757142857142856,1.2857142857142858,1.4,15.071428571428571,8.9,0.27685714285714286,0.5247142857142857,0.679,165.57142857142858,201.71428571428572,1445.2857142857142,631.8571428571429,65.0,0.17942857142857144
Blue Edwards,90.0,193.0,28.583333333333332,9.0,12.299999999999999,0.5309166666666667,12.6,1.1166666666666667,2.091666666666667,7.341666666666666,2.1166666666666667,0.3238333333333333,0.49233333333333335,0.78125,105.66666666666667,172.16666666666666,670.3333333333334,208.83333333333334,64.25,0.05983333333333333
Bo Kimble,86.0,193.0,25.0,2.0,8.799999999999999,0.4523333333333333,12.1,0.6333333333333333,1.3666666666666665,7.966666666666666,0.03333333333333333,0.2833333333333334,0.4283333333333333,0.5976666666666667,32.666666666666664,68.33333333333333,191.33333333333334,54.0,13.666666666666666,-0.0006666666666666673
Bo Outlaw,95.0,203.0,29.11764705882353,14.0,12.811764705882357,0.571294117647059,8.476470588235294,3.6705882352941175,1.9882352941176473,11.417647058823526,3.1999999999999997,0.14583333333333334,0.5736470588235295,0.5168125000000001,67.76470588235294,139.35294117647058,314.47058823529414,282.4117647058824,54.411764705882355,0.09641176470588235
Bob Gross,90.0,198.0,28.5,7.0,11.25,0.52,11.3,1.4,2.6500000000000004,10.3,1.6500000000000001,0.4165,0.484,0.6910000000000001,56.0,115.5,255.0,162.5,48.5,0.07
Bob Hansen,86.0,198.0,27.727272727272727,8.0,8.736363636363635,0.49063636363636365,11.445454545454544,0.24545454545454548,1.5545454545454547,6.154545454545453,1.481818181818182,0.24418181818181817,0.4917272727272728,0.5726,53.63636363636363,121.18181818181819,375.0,123.54545454545455,35.09090909090909,0.053000000000000005
Bob McCann,110.0,198.0,28.8,8.0,6.4799999999999995,0.37839999999999996,6.519999999999999,1.58,1.4599999999999997,11.860000000000001,0.42000000000000004,0.16666666666666666,0.34520000000000006,0.56575,26.8,69.8,147.8,93.6,16.0,-0.007600000000000004
Bob Sura,90.0,196.0,27.083333333333332,9.0,14.216666666666667,0.5021666666666667,26.666666666666668,0.725,2.2416666666666667,8.616666666666665,2.733333333333333,0.30175,0.44133333333333336,0.6937500000000001,111.33333333333333,136.25,520.8333333333334,213.83333333333334,58.583333333333336,0.08783333333333333
Bob Thornton,102.0,208.0,26.5,10.0,4.32,0.42729999999999996,3.0200000000000005,0.5399999999999999,0.9000000000000001,12.819999999999999,0.16,0.13319999999999999,0.3735,0.6384,24.5,68.1,100.8,82.4,8.5,-0.032900000000000006
